MEASUREMENT,UNIT,CHANNEL,DATE TIME,RATIO,RESISTANCE,MEAN,SDEV
28.237906,C,1,2022-05-05 15:38:45,0.3532212741,3532.198930,28.228161,0.007450
28.237797,C,1,2022-05-05 15:38:47,0.3532227335,3532.213524,28.228330,0.007493
28.237732,C,1,2022-05-05 15:38:49,0.3532235901,3532.222090,28.228492,0.007529
28.237767,C,1,2022-05-05 15:38:51,0.3532231237,3532.217426,28.228649,0.007561
28.237887,C,1,2022-05-05 15:38:53,0.3532215275,3532.201464,28.228803,0.007591
28.238065,C,1,2022-05-05 15:38:55,0.3532191445,3532.177634,28.228955,0.007620
28.238191,C,1,2022-05-05 15:38:57,0.3532174667,3532.160856,28.229104,0.007648
28.238415,C,1,2022-05-05 15:38:59,0.3532144704,3532.130893,28.229252,0.007676
28.238701,C,1,2022-05-05 15:39:01,0.3532106425,3532.092614,28.229399,0.007706
28.238826,C,1,2022-05-05 15:39:03,0.3532089811,3532.076000,28.229544,0.007734
28.238828,C,1,2022-05-05 15:39:05,0.3532089512,3532.075701,28.229685,0.007759
28.238877,C,1,2022-05-05 15:39:07,0.3532082939,3532.069129,28.229822,0.007782
28.239049,C,1,2022-05-05 15:39:09,0.3532059912,3532.046102,28.229958,0.007804
28.239251,C,1,2022-05-05 15:39:11,0.3532032980,3532.019170,28.230093,0.007827
28.239379,C,1,2022-05-05 15:39:13,0.3532015788,3532.001978,28.230225,0.007849
28.239437,C,1,2022-05-05 15:39:15,0.3532008162,3531.994352,28.230355,0.007869
28.239428,C,1,2022-05-05 15:39:17,0.3532009328,3531.995517,28.230481,0.007886
28.239335,C,1,2022-05-05 15:39:19,0.3532021676,3532.007866,28.230602,0.007899
28.239155,C,1,2022-05-05 15:39:21,0.3532045849,3532.032038,28.230718,0.007908
28.238941,C,1,2022-05-05 15:39:23,0.3532074434,3532.060624,28.230828,0.007911
28.238808,C,1,2022-05-05 15:39:25,0.3532092204,3532.078393,28.230933,0.007912
28.238735,C,1,2022-05-05 15:39:27,0.3532101930,3532.088120,28.231034,0.007910
28.238679,C,1,2022-05-05 15:39:29,0.3532109392,3532.095581,28.231132,0.007906
28.238599,C,1,2022-05-05 15:39:31,0.3532120045,3532.106235,28.231226,0.007900
28.238536,C,1,2022-05-05 15:39:33,0.3532128566,3532.114755,28.231318,0.007892
28.238442,C,1,2022-05-05 15:39:35,0.3532141012,3532.127201,28.231406,0.007882
28.238324,C,1,2022-05-05 15:39:37,0.3532156845,3532.143034,28.231490,0.007871
28.238214,C,1,2022-05-05 15:39:39,0.3532171488,3532.157677,28.231571,0.007857
28.238208,C,1,2022-05-05 15:39:41,0.3532172296,3532.158485,28.231650,0.007843
28.238334,C,1,2022-05-05 15:39:43,0.3532155517,3532.141706,28.231729,0.007830
28.238530,C,1,2022-05-05 15:39:45,0.3532129262,3532.115452,28.231808,0.007818
28.238772,C,1,2022-05-05 15:39:47,0.3532097012,3532.083202,28.231888,0.007808
28.239013,C,1,2022-05-05 15:39:49,0.3532064800,3532.050990,28.231969,0.007801
28.239220,C,1,2022-05-05 15:39:51,0.3532037058,3532.023248,28.232050,0.007794
28.239374,C,1,2022-05-05 15:39:53,0.3532016455,3532.002644,28.232132,0.007788
28.239504,C,1,2022-05-05 15:39:55,0.3531999176,3531.985365,28.232213,0.007784
28.239644,C,1,2022-05-05 15:39:57,0.3531980400,3531.966590,28.232294,0.007779
28.239641,C,1,2022-05-05 15:39:59,0.3531980784,3531.966974,28.232373,0.007774
28.239584,C,1,2022-05-05 15:40:01,0.3531988391,3531.974581,28.232449,0.007768
28.239605,C,1,2022-05-05 15:40:03,0.3531985631,3531.971821,28.232525,0.007762
28.239682,C,1,2022-05-05 15:40:05,0.3531975392,3531.961582,28.232599,0.007755
28.239647,C,1,2022-05-05 15:40:07,0.3531980066,3531.966256,28.232672,0.007748
28.239478,C,1,2022-05-05 15:40:09,0.3532002676,3531.988866,28.232741,0.007738
28.239273,C,1,2022-05-05 15:40:11,0.3532030079,3532.016269,28.232807,0.007727
28.239087,C,1,2022-05-05 15:40:13,0.3532054907,3532.041097,28.232870,0.007713
28.238931,C,1,2022-05-05 15:40:15,0.3532075720,3532.061909,28.232930,0.007698
28.238811,C,1,2022-05-05 15:40:17,0.3532091712,3532.077901,28.232988,0.007682
28.238792,C,1,2022-05-05 15:40:19,0.3532094338,3532.080528,28.233044,0.007666
28.238868,C,1,2022-05-05 15:40:21,0.3532084140,3532.070330,28.233100,0.007650
28.238956,C,1,2022-05-05 15:40:23,0.3532072366,3532.058556,28.233156,0.007634
28.238916,C,1,2022-05-05 15:40:25,0.3532077701,3532.063891,28.233210,0.007618
28.238800,C,1,2022-05-05 15:40:27,0.3532093244,3532.079434,28.233262,0.007602
28.238698,C,1,2022-05-05 15:40:29,0.3532106918,3532.093107,28.233313,0.007584
28.238784,C,1,2022-05-05 15:40:31,0.3532095355,3532.081544,28.233363,0.007567
23.934354,C,1,2022-05-05 15:40:33,0.4165311980,4165.295694,28.194281,0.409964
10.807531,C,1,2022-05-05 15:40:35,0.7071123405,7071.095757,28.037644,1.699988
6.713662,C,1,2022-05-05 15:40:37,0.8412157731,8412.124839,27.847251,2.631321
5.473173,C,1,2022-05-05 15:40:39,0.8874200976,8874.166278,27.649250,3.360374
5.141949,C,1,2022-05-05 15:40:41,0.9002419574,9002.384375,27.451818,3.954220
5.044063,C,1,2022-05-05 15:40:43,0.9040715136,9040.679787,27.256968,4.457000
5.031064,C,1,2022-05-05 15:40:45,0.9045814548,9045.779178,27.065365,4.893941
5.024195,C,1,2022-05-05 15:40:47,0.9048510482,9048.475103,26.876979,5.281707
5.020174,C,1,2022-05-05 15:40:49,0.9050089329,9050.053943,26.691752,5.630850
5.017518,C,1,2022-05-05 15:40:51,0.9051131952,9051.096562,26.509615,5.948567
5.015686,C,1,2022-05-05 15:40:53,0.9051851666,9051.816274,26.330499,6.240032
5.014339,C,1,2022-05-05 15:40:55,0.9052380520,9052.345125,26.154333,6.509125
5.013336,C,1,2022-05-05 15:40:57,0.9052774361,9052.738964,25.981046,6.758847
5.012573,C,1,2022-05-05 15:40:59,0.9053074295,9053.038898,25.810570,6.991579
5.011978,C,1,2022-05-05 15:41:01,0.9053307742,9053.272344,25.642840,7.209252
5.011490,C,1,2022-05-05 15:41:03,0.9053499650,9053.464251,25.477789,7.413461
5.011055,C,1,2022-05-05 15:41:05,0.9053670441,9053.635041,25.315355,7.605539
5.010669,C,1,2022-05-05 15:41:07,0.9053822047,9053.786647,25.155475,7.786620
5.010330,C,1,2022-05-05 15:41:09,0.9053955058,9053.919657,24.998091,7.957673
5.010082,C,1,2022-05-05 15:41:11,0.9054052626,9054.017225,5.010082,
5.009851,C,1,2022-05-05 15:41:13,0.9054143535,9054.108133,5.009966,0.000164
5.009653,C,1,2022-05-05 15:41:15,0.9054221031,9054.185629,5.009862,0.000215
5.009463,C,1,2022-05-05 15:41:17,0.9054295903,9054.260501,5.009762,0.000266
5.009283,C,1,2022-05-05 15:41:19,0.9054366540,9054.331137,5.009666,0.000314
5.009123,C,1,2022-05-05 15:41:21,0.9054429405,9054.394002,5.009576,0.000358
5.008981,C,1,2022-05-05 15:41:23,0.9054485325,9054.449922,5.009491,0.000397
5.008843,C,1,2022-05-05 15:41:25,0.9054539414,9054.504011,5.009410,0.000433
5.008730,C,1,2022-05-05 15:41:27,0.9054583660,9054.548257,5.009334,0.000464
5.008634,C,1,2022-05-05 15:41:29,0.9054621343,9054.585940,5.009264,0.000490
5.008559,C,1,2022-05-05 15:41:31,0.9054650826,9054.615423,5.009200,0.000511
5.008501,C,1,2022-05-05 15:41:33,0.9054673538,9054.638134,5.009142,0.000528
5.008445,C,1,2022-05-05 15:41:35,0.9054695849,9054.660445,5.009088,0.000541
5.008404,C,1,2022-05-05 15:41:37,0.9054711732,9054.676328,5.009039,0.000551
5.008380,C,1,2022-05-05 15:41:39,0.9054721309,9054.685905,5.008995,0.000558
5.008352,C,1,2022-05-05 15:41:41,0.9054732089,9054.696685,5.008955,0.000562
5.007128,C,1,2022-05-05 15:41:43,0.9055212965,9055.177559,5.008848,0.000702
5.006753,C,1,2022-05-05 15:41:45,0.9055360340,9055.324933,5.008731,0.000841
5.006616,C,1,2022-05-05 15:41:47,0.9055414242,9055.378835,5.008620,0.000951
5.006557,C,1,2022-05-05 15:41:49,0.9055437422,9055.402015,5.008517,0.001034
5.006544,C,1,2022-05-05 15:41:51,0.9055442697,9055.407290,5.008423,0.001096
5.006538,C,1,2022-05-05 15:41:53,0.9055444978,9055.409571,5.008337,0.001142
5.006537,C,1,2022-05-05 15:41:55,0.9055445363,9055.409956,5.008259,0.001178
5.006544,C,1,2022-05-05 15:41:57,0.9055442701,9055.407295,5.008188,0.001204
5.006550,C,1,2022-05-05 15:41:59,0.9055440052,9055.404645,5.008122,0.001223
5.006545,C,1,2022-05-05 15:42:01,0.9055442325,9055.406918,5.008061,0.001238
5.006530,C,1,2022-05-05 15:42:03,0.9055447927,9055.412521,5.008005,0.001249
5.006528,C,1,2022-05-05 15:42:05,0.9055448989,9055.413582,5.007952,0.001257
5.006539,C,1,2022-05-05 15:42:07,0.9055444575,9055.409168,5.007903,0.001262
5.006553,C,1,2022-05-05 15:42:09,0.9055438948,9055.403542,5.007858,0.001264
5.006549,C,1,2022-05-05 15:42:11,0.9055440719,9055.405313,5.007816,0.001265
5.006543,C,1,2022-05-05 15:42:13,0.9055442933,9055.407526,5.007776,0.001265
5.006534,C,1,2022-05-05 15:42:15,0.9055446570,9055.411163,5.007739,0.001263
5.006542,C,1,2022-05-05 15:42:17,0.9055443165,9055.407758,5.007703,0.001261
5.006558,C,1,2022-05-05 15:42:19,0.9055436994,9055.401587,5.007671,0.001257
5.006572,C,1,2022-05-05 15:42:21,0.9055431506,9055.396100,5.007640,0.001252
5.006589,C,1,2022-05-05 15:42:23,0.9055424852,9055.389445,5.007612,0.001247
5.006610,C,1,2022-05-05 15:42:25,0.9055416478,9055.381072,5.007585,0.001241
5.006631,C,1,2022-05-05 15:42:27,0.9055408376,9055.372970,5.007561,0.001234
5.006639,C,1,2022-05-05 15:42:29,0.9055405428,9055.370021,5.007538,0.001227
5.006633,C,1,2022-05-05 15:42:31,0.9055407546,9055.372139,5.007516,0.001219
5.006624,C,1,2022-05-05 15:42:33,0.9055411143,9055.375736,5.007495,0.001212
5.006619,C,1,2022-05-05 15:42:35,0.9055413119,9055.377712,5.007474,0.001205
5.006599,C,1,2022-05-05 15:42:37,0.9055420844,9055.385438,5.007454,0.001198
5.006562,C,1,2022-05-05 15:42:39,0.9055435405,9055.399998,5.007434,0.001192
5.006530,C,1,2022-05-05 15:42:41,0.9055447903,9055.412496,5.007415,0.001186
5.006508,C,1,2022-05-05 15:42:43,0.9055456658,9055.421251,5.007396,0.001181
5.006509,C,1,2022-05-05 15:42:45,0.9055456450,9055.421043,5.007377,0.001175
5.006528,C,1,2022-05-05 15:42:47,0.9055448925,9055.413518,5.007360,0.001169
5.006550,C,1,2022-05-05 15:42:49,0.9055440269,9055.404862,5.007344,0.001163
5.006560,C,1,2022-05-05 15:42:51,0.9055436326,9055.400919,5.007328,0.001156
5.006581,C,1,2022-05-05 15:42:53,0.9055428165,9055.392758,5.007314,0.001150
5.006603,C,1,2022-05-05 15:42:55,0.9055419444,9055.384038,5.007300,0.001143
5.006612,C,1,2022-05-05 15:42:57,0.9055415868,9055.380461,5.007288,0.001136
5.006604,C,1,2022-05-05 15:42:59,0.9055419066,9055.383659,5.007275,0.001129
5.006612,C,1,2022-05-05 15:43:01,0.9055415810,9055.380403,5.007263,0.001122
5.006631,C,1,2022-05-05 15:43:03,0.9055408573,9055.373166,5.007252,0.001115
5.006651,C,1,2022-05-05 15:43:05,0.9055400494,9055.365087,5.007242,0.001108
5.006647,C,1,2022-05-05 15:43:07,0.9055402047,9055.366640,5.007232,0.001101
5.006637,C,1,2022-05-05 15:43:09,0.9055406229,9055.370823,5.007222,0.001095
5.006624,C,1,2022-05-05 15:43:11,0.9055411207,9055.375800,5.007212,0.001088
5.006622,C,1,2022-05-05 15:43:13,0.9055411829,9055.376423,5.007203,0.001082
5.006618,C,1,2022-05-05 15:43:15,0.9055413670,9055.378263,5.007193,0.001076
5.006609,C,1,2022-05-05 15:43:17,0.9055416861,9055.381455,5.007184,0.001069
5.006595,C,1,2022-05-05 15:43:19,0.9055422487,9055.387081,5.007175,0.001064
5.006587,C,1,2022-05-05 15:43:21,0.9055425750,9055.390343,5.007166,0.001058
5.006580,C,1,2022-05-05 15:43:23,0.9055428563,9055.393156,5.007157,0.001052
5.006574,C,1,2022-05-05 15:43:25,0.9055430802,9055.395395,5.007149,0.001047
5.006558,C,1,2022-05-05 15:43:27,0.9055436972,9055.401565,5.007140,0.001041
5.006545,C,1,2022-05-05 15:43:29,0.9055442123,9055.406716,5.007132,0.001036
5.006542,C,1,2022-05-05 15:43:31,0.9055443484,9055.408077,5.007123,0.001031
5.006534,C,1,2022-05-05 15:43:33,0.9055446669,9055.411262,5.007115,0.001026
5.006523,C,1,2022-05-05 15:43:35,0.9055450700,9055.415293,5.007107,0.001022
5.006510,C,1,2022-05-05 15:43:37,0.9055455737,9055.420330,5.007099,0.001017
5.006502,C,1,2022-05-05 15:43:39,0.9055459180,9055.423773,5.007091,0.001012
5.006497,C,1,2022-05-05 15:43:41,0.9055460849,9055.425442,5.007083,0.001008
5.006516,C,1,2022-05-05 15:43:43,0.9055453656,9055.418249,5.007076,0.001003
5.006525,C,1,2022-05-05 15:43:45,0.9055450151,9055.414744,5.007069,0.000999
5.006516,C,1,2022-05-05 15:43:47,0.9055453623,9055.418217,5.007062,0.000994
5.006502,C,1,2022-05-05 15:43:49,0.9055459092,9055.423685,5.007055,0.000990
5.006491,C,1,2022-05-05 15:43:51,0.9055463592,9055.428185,5.007048,0.000986
5.006481,C,1,2022-05-05 15:43:53,0.9055467302,9055.431896,5.007041,0.000982
5.006469,C,1,2022-05-05 15:43:55,0.9055472090,9055.436683,5.007034,0.000978
5.006453,C,1,2022-05-05 15:43:57,0.9055478462,9055.443055,5.007027,0.000974
5.006449,C,1,2022-05-05 15:43:59,0.9055479706,9055.444300,5.007020,0.000970
5.006444,C,1,2022-05-05 15:44:01,0.9055481749,9055.446342,5.007014,0.000966
5.006440,C,1,2022-05-05 15:44:03,0.9055483447,9055.448040,5.007007,0.000963
5.006423,C,1,2022-05-05 15:44:05,0.9055490056,9055.454649,5.007000,0.000959
5.006424,C,1,2022-05-05 15:44:07,0.9055489919,9055.454512,5.006994,0.000956
5.006436,C,1,2022-05-05 15:44:09,0.9055485172,9055.449765,5.006988,0.000952
5.006454,C,1,2022-05-05 15:44:11,0.9055478073,9055.442666,5.006982,0.000948
5.006466,C,1,2022-05-05 15:44:13,0.9055473174,9055.437767,5.006976,0.000945
5.006478,C,1,2022-05-05 15:44:15,0.9055468493,9055.433086,5.006971,0.000941
5.006499,C,1,2022-05-05 15:44:17,0.9055460085,9055.424678,5.006966,0.000937
5.006524,C,1,2022-05-05 15:44:19,0.9055450544,9055.415138,5.006961,0.000933
5.006535,C,1,2022-05-05 15:44:21,0.9055446257,9055.410851,5.006957,0.000929
5.006539,C,1,2022-05-05 15:44:23,0.9055444392,9055.408985,5.006953,0.000925
5.006552,C,1,2022-05-05 15:44:25,0.9055439474,9055.404067,5.006948,0.000922
5.006553,C,1,2022-05-05 15:44:27,0.9055438988,9055.403582,5.006944,0.000918
5.006555,C,1,2022-05-05 15:44:29,0.9055438255,9055.402848,5.006941,0.000914
5.006548,C,1,2022-05-05 15:44:31,0.9055440877,9055.405470,5.006937,0.000910
5.006539,C,1,2022-05-05 15:44:33,0.9055444414,9055.409007,5.006933,0.000907
5.006534,C,1,2022-05-05 15:44:35,0.9055446359,9055.410952,5.006929,0.000903
5.006536,C,1,2022-05-05 15:44:37,0.9055445534,9055.410127,5.006925,0.000899
5.006535,C,1,2022-05-05 15:44:39,0.9055446145,9055.410738,5.006921,0.000896
5.006533,C,1,2022-05-05 15:44:41,0.9055446970,9055.411563,5.006918,0.000892
5.006503,C,1,2022-05-05 15:44:43,0.9055458748,9055.423341,5.006914,0.000889
5.006470,C,1,2022-05-05 15:44:45,0.9055471840,9055.436433,5.006910,0.000886
5.006447,C,1,2022-05-05 15:44:47,0.9055480711,9055.445304,5.006906,0.000883
5.006443,C,1,2022-05-05 15:44:49,0.9055482246,9055.446839,5.006901,0.000880
5.006442,C,1,2022-05-05 15:44:51,0.9055482553,9055.447146,5.006897,0.000877
5.006433,C,1,2022-05-05 15:44:53,0.9055486048,9055.450641,5.006893,0.000874
5.006433,C,1,2022-05-05 15:44:55,0.9055486275,9055.450868,5.006889,0.000871
5.006456,C,1,2022-05-05 15:44:57,0.9055477246,9055.441839,5.006885,0.000868
5.006461,C,1,2022-05-05 15:44:59,0.9055475065,9055.439658,5.006881,0.000865
5.006451,C,1,2022-05-05 15:45:01,0.9055479231,9055.443824,5.006878,0.000863
5.006431,C,1,2022-05-05 15:45:03,0.9055486855,9055.451448,5.006874,0.000860
5.006426,C,1,2022-05-05 15:45:05,0.9055489040,9055.453633,5.006426,
5.006431,C,1,2022-05-05 15:45:07,0.9055487142,9055.451735,5.006428,0.000003
5.006424,C,1,2022-05-05 15:45:09,0.9055489867,9055.454460,5.006427,0.000004
5.006408,C,1,2022-05-05 15:45:11,0.9055495999,9055.460592,5.006422,0.000010
5.006408,C,1,2022-05-05 15:45:13,0.9055495867,9055.460460,5.006419,0.000010
5.006416,C,1,2022-05-05 15:45:15,0.9055492990,9055.457583,5.006419,0.000009
5.006402,C,1,2022-05-05 15:45:17,0.9055498261,9055.462854,5.006416,0.000011
5.006389,C,1,2022-05-05 15:45:19,0.9055503296,9055.467889,5.006413,0.000014
5.006381,C,1,2022-05-05 15:45:21,0.9055506561,9055.471154,5.006409,0.000017
5.006379,C,1,2022-05-05 15:45:23,0.9055507546,9055.472139,5.006406,0.000018
5.006367,C,1,2022-05-05 15:45:25,0.9055512254,9055.476847,5.006403,0.000021
5.006367,C,1,2022-05-05 15:45:27,0.9055512101,9055.476694,5.006400,0.000023
5.006382,C,1,2022-05-05 15:45:29,0.9055506156,9055.470749,5.006398,0.000022
5.006420,C,1,2022-05-05 15:45:31,0.9055491179,9055.455772,5.006400,0.000022
5.006450,C,1,2022-05-05 15:45:33,0.9055479611,9055.444204,5.006403,0.000025
5.006465,C,1,2022-05-05 15:45:35,0.9055473737,9055.438330,5.006407,0.000029
5.006473,C,1,2022-05-05 15:45:37,0.9055470480,9055.435073,5.006411,0.000032
5.006495,C,1,2022-05-05 15:45:39,0.9055461967,9055.426560,5.006416,0.000037
5.006506,C,1,2022-05-05 15:45:41,0.9055457645,9055.422238,5.006420,0.000041
5.006522,C,1,2022-05-05 15:45:43,0.9055451144,9055.415737,5.006425,0.000046
5.006549,C,1,2022-05-05 15:45:45,0.9055440448,9055.405041,5.006431,0.000052
5.006577,C,1,2022-05-05 15:45:47,0.9055429635,9055.394228,5.006438,0.000060
5.006586,C,1,2022-05-05 15:45:49,0.9055425941,9055.390535,5.006444,0.000066
5.006597,C,1,2022-05-05 15:45:51,0.9055421685,9055.386279,5.006451,0.000072
5.006611,C,1,2022-05-05 15:45:53,0.9055416383,9055.380976,5.006457,0.000077
5.006627,C,1,2022-05-05 15:45:55,0.9055409973,9055.374566,5.006464,0.000083
5.006629,C,1,2022-05-05 15:45:57,0.9055409133,9055.373726,5.006470,0.000087
5.006634,C,1,2022-05-05 15:45:59,0.9055407171,9055.371765,5.006476,0.000091
5.006644,C,1,2022-05-05 15:46:01,0.9055403150,9055.367743,5.006482,0.000095
5.006677,C,1,2022-05-05 15:46:03,0.9055390287,9055.354881,5.006488,0.000100
5.006699,C,1,2022-05-05 15:46:05,0.9055381760,9055.346353,5.006495,0.000105
5.006704,C,1,2022-05-05 15:46:07,0.9055379572,9055.344165,5.006501,0.000110
5.006743,C,1,2022-05-05 15:46:09,0.9055364357,9055.328950,5.006509,0.000116
5.006842,C,1,2022-05-05 15:46:11,0.9055325685,9055.290278,5.006519,0.000128
5.007016,C,1,2022-05-05 15:46:13,0.9055257144,9055.221738,5.006533,0.000151
5.007252,C,1,2022-05-05 15:46:15,0.9055164376,9055.128970,5.006553,0.000191
5.007525,C,1,2022-05-05 15:46:17,0.9055056957,9055.021551,5.006579,0.000247
5.007829,C,1,2022-05-05 15:46:19,0.9054937843,9054.902438,5.006612,0.000317
5.008146,C,1,2022-05-05 15:46:21,0.9054813069,9054.777665,5.006651,0.000398
5.008455,C,1,2022-05-05 15:46:23,0.9054691659,9054.656255,5.006696,0.000485
5.008765,C,1,2022-05-05 15:46:25,0.9054570156,9054.534753,5.006747,0.000578
5.009070,C,1,2022-05-05 15:46:27,0.9054450291,9054.414888,5.006802,0.000674
5.009346,C,1,2022-05-05 15:46:29,0.9054341704,9054.306301,5.006861,0.000771
5.009580,C,1,2022-05-05 15:46:31,0.9054249984,9054.214581,5.006923,0.000865
5.009803,C,1,2022-05-05 15:46:33,0.9054162217,9054.126815,5.006987,0.000957
5.010019,C,1,2022-05-05 15:46:35,0.9054077294,9054.041893,5.007053,0.001046
5.010226,C,1,2022-05-05 15:46:37,0.9053996077,9053.960676,5.007120,0.001134
5.010430,C,1,2022-05-05 15:46:39,0.9053915794,9053.880393,5.007189,0.001219
5.010653,C,1,2022-05-05 15:46:41,0.9053828190,9053.792790,5.007260,0.001304
5.010859,C,1,2022-05-05 15:46:43,0.9053747423,9053.712022,5.007332,0.001387
5.011029,C,1,2022-05-05 15:46:45,0.9053680767,9053.645367,5.007405,0.001468
5.011184,C,1,2022-05-05 15:46:47,0.9053619902,9053.584502,5.007477,0.001545
5.011334,C,1,2022-05-05 15:46:49,0.9053560974,9053.525575,5.007550,0.001619
5.011471,C,1,2022-05-05 15:46:51,0.9053506835,9053.471436,5.007623,0.001690
5.011593,C,1,2022-05-05 15:46:53,0.9053458930,9053.423531,5.007695,0.001758
5.011685,C,1,2022-05-05 15:46:55,0.9053423123,9053.387724,5.007766,0.001822
5.011752,C,1,2022-05-05 15:46:57,0.9053396437,9053.361038,5.007836,0.001881
5.011815,C,1,2022-05-05 15:46:59,0.9053371762,9053.336364,5.007905,0.001936
5.011889,C,1,2022-05-05 15:47:01,0.9053342774,9053.307375,5.007972,0.001988
5.011967,C,1,2022-05-05 15:47:03,0.9053312208,9053.276809,5.008039,0.002038
5.012043,C,1,2022-05-05 15:47:05,0.9053282445,9053.247046,5.008104,0.002085
5.012118,C,1,2022-05-05 15:47:07,0.9053253008,9053.217609,5.008169,0.002129
5.012169,C,1,2022-05-05 15:47:09,0.9053232959,9053.197560,5.008233,0.002171
5.012138,C,1,2022-05-05 15:47:11,0.9053245172,9053.209774,5.008294,0.002209
5.011997,C,1,2022-05-05 15:47:13,0.9053300252,9053.264853,5.008351,0.002239
5.011800,C,1,2022-05-05 15:47:15,0.9053377907,9053.342508,5.008403,0.002262
5.011564,C,1,2022-05-05 15:47:17,0.9053470546,9053.435147,5.008450,0.002278
