MEASUREMENT,UNIT,CHANNEL,DATE TIME,RATIO,RESISTANCE,MEAN,SDEV
0.150397,C,1,2024-05-23 15:16:47,1.1214464711,11214.42086,0.151217,0.008817
0.150388,C,1,2024-05-23 15:16:49,1.1214468929,11214.42508,0.151216,0.008812
0.150378,C,1,2024-05-23 15:16:51,1.1214474222,11214.43037,0.151215,0.008807
0.150375,C,1,2024-05-23 15:16:53,1.1214475673,11214.43182,0.151214,0.008802
0.150362,C,1,2024-05-23 15:16:55,1.1214481957,11214.43811,0.151213,0.008797
0.150347,C,1,2024-05-23 15:16:57,1.1214489758,11214.44591,0.151212,0.008792
0.150329,C,1,2024-05-23 15:16:59,1.1214498528,11214.45468,0.151211,0.008787
0.150315,C,1,2024-05-23 15:17:01,1.1214505757,11214.46191,0.151210,0.008782
0.150294,C,1,2024-05-23 15:17:03,1.1214516107,11214.47226,0.151209,0.008777
0.150279,C,1,2024-05-23 15:17:05,1.1214523794,11214.47995,0.151208,0.008772
0.150256,C,1,2024-05-23 15:17:07,1.1214535365,11214.49152,0.151207,0.008768
0.150241,C,1,2024-05-23 15:17:09,1.1214542653,11214.49880,0.151206,0.008763
0.150228,C,1,2024-05-23 15:17:11,1.1214549529,11214.50568,0.151204,0.008758
0.150218,C,1,2024-05-23 15:17:13,1.1214554167,11214.51032,0.151203,0.008753
0.150211,C,1,2024-05-23 15:17:15,1.1214557637,11214.51379,0.151202,0.008748
0.150194,C,1,2024-05-23 15:17:17,1.1214566233,11214.52238,0.151201,0.008743
0.150169,C,1,2024-05-23 15:17:19,1.1214578689,11214.53484,0.151200,0.008739
0.150146,C,1,2024-05-23 15:17:21,1.1214590255,11214.54641,0.151199,0.008734
0.150132,C,1,2024-05-23 15:17:23,1.1214597176,11214.55333,0.151198,0.008729
0.150136,C,1,2024-05-23 15:17:25,1.1214595262,11214.55141,0.151196,0.008724
0.150144,C,1,2024-05-23 15:17:27,1.1214591253,11214.54740,0.151195,0.008720
0.150150,C,1,2024-05-23 15:17:29,1.1214588183,11214.54433,0.151194,0.008715
0.150147,C,1,2024-05-23 15:17:31,1.1214589733,11214.54588,0.151193,0.008710
0.150132,C,1,2024-05-23 15:17:33,1.1214597543,11214.55369,0.151192,0.008705
0.150105,C,1,2024-05-23 15:17:35,1.1214610874,11214.56702,0.151191,0.008701
0.150087,C,1,2024-05-23 15:17:37,1.1214620083,11214.57623,0.151189,0.008696
0.150079,C,1,2024-05-23 15:17:39,1.1214623775,11214.57993,0.151188,0.008691
0.150066,C,1,2024-05-23 15:17:41,1.1214630312,11214.58646,0.151187,0.008687
0.150055,C,1,2024-05-23 15:17:43,1.1214636128,11214.59228,0.151186,0.008682
0.150044,C,1,2024-05-23 15:17:45,1.1214641410,11214.59756,0.151184,0.008677
0.150034,C,1,2024-05-23 15:17:47,1.1214646727,11214.60288,0.151183,0.008672
0.150022,C,1,2024-05-23 15:17:49,1.1214652423,11214.60857,0.151182,0.008668
0.150008,C,1,2024-05-23 15:17:51,1.1214659583,11214.61573,0.151181,0.008663
0.149991,C,1,2024-05-23 15:17:53,1.1214668032,11214.62418,0.151179,0.008659
0.149985,C,1,2024-05-23 15:17:55,1.1214670991,11214.62714,0.151178,0.008654
0.149981,C,1,2024-05-23 15:17:57,1.1214673018,11214.62917,0.151177,0.008649
0.149978,C,1,2024-05-23 15:17:59,1.1214674739,11214.63089,0.151175,0.008645
0.149973,C,1,2024-05-23 15:18:01,1.1214677054,11214.63321,0.151174,0.008640
0.149957,C,1,2024-05-23 15:18:03,1.1214685093,11214.64124,0.151173,0.008635
0.149941,C,1,2024-05-23 15:18:05,1.1214693269,11214.64942,0.151171,0.008631
0.149933,C,1,2024-05-23 15:18:07,1.1214697360,11214.65351,0.151170,0.008626
0.149917,C,1,2024-05-23 15:18:09,1.1214705343,11214.66149,0.151169,0.008622
0.149898,C,1,2024-05-23 15:18:11,1.1214714718,11214.67087,0.151167,0.008617
0.149880,C,1,2024-05-23 15:18:13,1.1214723649,11214.67980,0.151166,0.008613
0.149869,C,1,2024-05-23 15:18:15,1.1214729332,11214.68548,0.151165,0.008608
0.149865,C,1,2024-05-23 15:18:17,1.1214731288,11214.68744,0.151163,0.008604
0.149863,C,1,2024-05-23 15:18:19,1.1214732375,11214.68853,0.151162,0.008599
0.149858,C,1,2024-05-23 15:18:21,1.1214734623,11214.69077,0.151160,0.008594
0.149851,C,1,2024-05-23 15:18:23,1.1214738279,11214.69443,0.151159,0.008590
0.149838,C,1,2024-05-23 15:18:25,1.1214744634,11214.70078,0.151158,0.008585
0.149817,C,1,2024-05-23 15:18:27,1.1214755186,11214.71134,0.151156,0.008581
0.149807,C,1,2024-05-23 15:18:29,1.1214760293,11214.71644,0.151155,0.008576
0.149802,C,1,2024-05-23 15:18:31,1.1214762798,11214.71895,0.151153,0.008572
0.149791,C,1,2024-05-23 15:18:33,1.1214768482,11214.72463,0.151152,0.008568
0.149782,C,1,2024-05-23 15:18:35,1.1214772585,11214.72874,0.151150,0.008563
0.149775,C,1,2024-05-23 15:18:37,1.1214776275,11214.73242,0.151149,0.008559
0.149769,C,1,2024-05-23 15:18:40,1.1214779114,11214.73526,0.151147,0.008554
0.149780,C,1,2024-05-23 15:18:41,1.1214773705,11214.72985,0.151146,0.008550
0.149791,C,1,2024-05-23 15:18:43,1.1214768468,11214.72462,0.151145,0.008545
0.149798,C,1,2024-05-23 15:18:45,1.1214764725,11214.72088,0.151143,0.008541
0.149806,C,1,2024-05-23 15:18:47,1.1214760827,11214.71698,0.151142,0.008537
0.149818,C,1,2024-05-23 15:18:49,1.1214754627,11214.71078,0.151140,0.008532
0.149829,C,1,2024-05-23 15:18:51,1.1214749327,11214.70548,0.151139,0.008528
0.149824,C,1,2024-05-23 15:18:53,1.1214751550,11214.70770,0.151138,0.008523
0.149820,C,1,2024-05-23 15:18:55,1.1214753622,11214.70977,0.151136,0.008519
0.149831,C,1,2024-05-23 15:18:57,1.1214748487,11214.70464,0.151135,0.008514
0.149840,C,1,2024-05-23 15:18:59,1.1214743885,11214.70004,0.151133,0.008510
0.149834,C,1,2024-05-23 15:19:01,1.1214746687,11214.70284,0.151132,0.008506
0.149840,C,1,2024-05-23 15:19:03,1.1214743759,11214.69991,0.151131,0.008501
0.149847,C,1,2024-05-23 15:19:05,1.1214740449,11214.69660,0.151129,0.008497
0.149851,C,1,2024-05-23 15:19:07,1.1214738368,11214.69452,0.151128,0.008493
0.149857,C,1,2024-05-23 15:19:09,1.1214735394,11214.69154,0.151127,0.008488
0.149863,C,1,2024-05-23 15:19:11,1.1214732102,11214.68825,0.151125,0.008484
0.149870,C,1,2024-05-23 15:19:13,1.1214728723,11214.68487,0.151124,0.008480
0.149870,C,1,2024-05-23 15:19:15,1.1214728478,11214.68463,0.151123,0.008475
0.149869,C,1,2024-05-23 15:19:17,1.1214729409,11214.68556,0.151121,0.008471
0.149874,C,1,2024-05-23 15:19:19,1.1214726844,11214.68299,0.151120,0.008467
0.149871,C,1,2024-05-23 15:19:21,1.1214728154,11214.68430,0.151119,0.008462
0.149861,C,1,2024-05-23 15:19:23,1.1214733164,11214.68931,0.151118,0.008458
0.149841,C,1,2024-05-23 15:19:25,1.1214743138,11214.69929,0.151116,0.008454
0.149834,C,1,2024-05-23 15:19:27,1.1214746943,11214.70309,0.151115,0.008449
0.149822,C,1,2024-05-23 15:19:29,1.1214753010,11214.70916,0.151114,0.008445
0.149815,C,1,2024-05-23 15:19:31,1.1214756328,11214.71248,0.151112,0.008441
0.149818,C,1,2024-05-23 15:19:33,1.1214754876,11214.71103,0.151111,0.008437
0.149827,C,1,2024-05-23 15:19:35,1.1214750197,11214.70635,0.151110,0.008432
0.149834,C,1,2024-05-23 15:19:37,1.1214746600,11214.70275,0.151108,0.008428
0.149838,C,1,2024-05-23 15:19:39,1.1214744604,11214.70075,0.151107,0.008424
0.149837,C,1,2024-05-23 15:19:41,1.1214745429,11214.70158,0.151106,0.008420
0.149835,C,1,2024-05-23 15:19:43,1.1214746105,11214.70226,0.151104,0.008415
0.149830,C,1,2024-05-23 15:19:45,1.1214748956,11214.70511,0.151103,0.008411
0.149818,C,1,2024-05-23 15:19:47,1.1214754874,11214.71102,0.151102,0.008407
0.149796,C,1,2024-05-23 15:19:49,1.1214766006,11214.72216,0.151100,0.008403
0.149787,C,1,2024-05-23 15:19:51,1.1214770522,11214.72667,0.151099,0.008398
0.149785,C,1,2024-05-23 15:19:53,1.1214771094,11214.72724,0.151098,0.008394
0.149782,C,1,2024-05-23 15:19:55,1.1214772924,11214.72907,0.151096,0.008390
0.149768,C,1,2024-05-23 15:19:57,1.1214780038,11214.73619,0.151095,0.008386
0.149749,C,1,2024-05-23 15:19:59,1.1214789580,11214.74573,0.151094,0.008382
0.149743,C,1,2024-05-23 15:20:01,1.1214792323,11214.74847,0.151092,0.008378
0.149734,C,1,2024-05-23 15:20:03,1.1214797036,11214.75319,0.151091,0.008373
0.149723,C,1,2024-05-23 15:20:05,1.1214802429,11214.75858,0.151089,0.008369
0.149708,C,1,2024-05-23 15:20:07,1.1214809897,11214.76605,0.151088,0.008365
0.149692,C,1,2024-05-23 15:20:09,1.1214818051,11214.77420,0.151087,0.008361
0.149672,C,1,2024-05-23 15:20:11,1.1214827792,11214.78394,0.151085,0.008357
0.149648,C,1,2024-05-23 15:20:13,1.1214839787,11214.79594,0.151084,0.008353
0.149627,C,1,2024-05-23 15:20:15,1.1214850374,11214.80652,0.151082,0.008349
0.149614,C,1,2024-05-23 15:20:17,1.1214856845,11214.81299,0.151081,0.008345
0.149601,C,1,2024-05-23 15:20:19,1.1214863655,11214.81981,0.151079,0.008340
0.149592,C,1,2024-05-23 15:20:21,1.1214868007,11214.82416,0.151078,0.008336
0.149586,C,1,2024-05-23 15:20:23,1.1214870911,11214.82706,0.151076,0.008332
0.149586,C,1,2024-05-23 15:20:25,1.1214871259,11214.82741,0.151075,0.008328
0.149582,C,1,2024-05-23 15:20:27,1.1214872839,11214.82899,0.151073,0.008324
0.149581,C,1,2024-05-23 15:20:29,1.1214873817,11214.82997,0.151072,0.008320
0.149573,C,1,2024-05-23 15:20:31,1.1214877618,11214.83377,0.151070,0.008316
0.149565,C,1,2024-05-23 15:20:33,1.1214881712,11214.83786,0.151069,0.008312
0.149549,C,1,2024-05-23 15:20:35,1.1214889381,11214.84553,0.151067,0.008308
0.149527,C,1,2024-05-23 15:20:37,1.1214900501,11214.85665,0.151066,0.008304
0.149508,C,1,2024-05-23 15:20:39,1.1214910208,11214.86636,0.151064,0.008300
0.149489,C,1,2024-05-23 15:20:41,1.1214919628,11214.87578,0.151063,0.008296
0.149472,C,1,2024-05-23 15:20:43,1.1214928050,11214.88420,0.151061,0.008292
0.149468,C,1,2024-05-23 15:20:45,1.1214930184,11214.88633,0.151059,0.008288
0.149472,C,1,2024-05-23 15:20:47,1.1214928428,11214.88458,0.151058,0.008284
0.149479,C,1,2024-05-23 15:20:49,1.1214924812,11214.88096,0.151056,0.008280
0.149480,C,1,2024-05-23 15:20:51,1.1214924378,11214.88053,0.151055,0.008276
0.149483,C,1,2024-05-23 15:20:53,1.1214922664,11214.87881,0.151053,0.008272
0.149488,C,1,2024-05-23 15:20:55,1.1214920312,11214.87646,0.151051,0.008268
0.149486,C,1,2024-05-23 15:20:57,1.1214921426,11214.87758,0.151050,0.008264
0.149491,C,1,2024-05-23 15:20:59,1.1214918645,11214.87479,0.151048,0.008260
0.149488,C,1,2024-05-23 15:21:01,1.1214919957,11214.87611,0.151047,0.008256
0.149487,C,1,2024-05-23 15:21:03,1.1214920905,11214.87705,0.151045,0.008252
0.149493,C,1,2024-05-23 15:21:05,1.1214917711,11214.87386,0.151044,0.008248
0.149512,C,1,2024-05-23 15:21:07,1.1214907995,11214.86414,0.151042,0.008244
0.149530,C,1,2024-05-23 15:21:09,1.1214899307,11214.85546,0.151041,0.008241
0.149547,C,1,2024-05-23 15:21:11,1.1214890359,11214.84651,0.151039,0.008237
0.149575,C,1,2024-05-23 15:21:13,1.1214876624,11214.83277,0.151038,0.008233
0.149605,C,1,2024-05-23 15:21:15,1.1214861550,11214.81770,0.151036,0.008229
0.149626,C,1,2024-05-23 15:21:17,1.1214851219,11214.80737,0.151035,0.008225
0.149645,C,1,2024-05-23 15:21:19,1.1214841324,11214.79747,0.151034,0.008221
0.149663,C,1,2024-05-23 15:21:21,1.1214832342,11214.78849,0.151032,0.008217
0.149681,C,1,2024-05-23 15:21:23,1.1214823232,11214.77938,0.151031,0.008213
0.149700,C,1,2024-05-23 15:21:25,1.1214814048,11214.77020,0.151030,0.008209
0.149711,C,1,2024-05-23 15:21:27,1.1214808360,11214.76451,0.151028,0.008205
0.149728,C,1,2024-05-23 15:21:29,1.1214799673,11214.75582,0.151027,0.008201
0.149751,C,1,2024-05-23 15:21:31,1.1214788601,11214.74475,0.151026,0.008197
0.149768,C,1,2024-05-23 15:21:33,1.1214779780,11214.73593,0.151025,0.008194
0.149783,C,1,2024-05-23 15:21:35,1.1214772371,11214.72852,0.151024,0.008190
0.149801,C,1,2024-05-23 15:21:37,1.1214763324,11214.71947,0.151022,0.008186
0.149818,C,1,2024-05-23 15:21:39,1.1214754838,11214.71099,0.151021,0.008182
0.149830,C,1,2024-05-23 15:21:41,1.1214748847,11214.70500,0.151020,0.008178
0.149854,C,1,2024-05-23 15:21:43,1.1214736932,11214.69308,0.151019,0.008174
0.149863,C,1,2024-05-23 15:21:45,1.1214732068,11214.68822,0.151018,0.008170
0.149870,C,1,2024-05-23 15:21:47,1.1214728877,11214.68503,0.151017,0.008166
0.149874,C,1,2024-05-23 15:21:49,1.1214726882,11214.68303,0.151016,0.008162
0.149871,C,1,2024-05-23 15:21:51,1.1214728280,11214.68443,0.151014,0.008159
0.149879,C,1,2024-05-23 15:21:53,1.1214724397,11214.68055,0.151013,0.008155
0.149888,C,1,2024-05-23 15:21:55,1.1214719672,11214.67582,0.151012,0.008151
0.149898,C,1,2024-05-23 15:21:57,1.1214714474,11214.67062,0.151011,0.008147
0.149906,C,1,2024-05-23 15:21:59,1.1214710527,11214.66668,0.151010,0.008143
0.149914,C,1,2024-05-23 15:22:01,1.1214706905,11214.66306,0.151009,0.008139
0.149913,C,1,2024-05-23 15:22:03,1.1214707383,11214.66353,0.151008,0.008135
0.149902,C,1,2024-05-23 15:22:05,1.1214712654,11214.66880,0.151007,0.008132
0.149886,C,1,2024-05-23 15:22:07,1.1214720672,11214.67682,0.151006,0.008128
0.149882,C,1,2024-05-23 15:22:09,1.1214722948,11214.67910,0.151005,0.008124
0.149876,C,1,2024-05-23 15:22:11,1.1214725854,11214.68200,0.151004,0.008120
0.149864,C,1,2024-05-23 15:22:13,1.1214731498,11214.68765,0.151003,0.008116
0.149854,C,1,2024-05-23 15:22:15,1.1214736514,11214.69266,0.151002,0.008113
0.149843,C,1,2024-05-23 15:22:17,1.1214742203,11214.69835,0.151000,0.008109
0.149830,C,1,2024-05-23 15:22:19,1.1214748786,11214.70494,0.150999,0.008105
0.149818,C,1,2024-05-23 15:22:21,1.1214754661,11214.71081,0.150998,0.008101
0.149810,C,1,2024-05-23 15:22:23,1.1214758736,11214.71489,0.150997,0.008097
0.149798,C,1,2024-05-23 15:22:25,1.1214764671,11214.72082,0.150996,0.008094
0.149787,C,1,2024-05-23 15:22:27,1.1214770238,11214.72639,0.150995,0.008090
0.149776,C,1,2024-05-23 15:22:29,1.1214776012,11214.73216,0.150994,0.008086
0.149764,C,1,2024-05-23 15:22:31,1.1214781687,11214.73784,0.150992,0.008082
0.149761,C,1,2024-05-23 15:22:33,1.1214783102,11214.73925,0.150991,0.008079
0.149768,C,1,2024-05-23 15:22:35,1.1214779601,11214.73575,0.150990,0.008075
0.149770,C,1,2024-05-23 15:22:37,1.1214778676,11214.73483,0.150989,0.008071
0.149773,C,1,2024-05-23 15:22:39,1.1214777240,11214.73339,0.150988,0.008068
0.149776,C,1,2024-05-23 15:22:41,1.1214775961,11214.73211,0.150987,0.008064
0.149765,C,1,2024-05-23 15:22:43,1.1214781498,11214.73765,0.150986,0.008060
0.149770,C,1,2024-05-23 15:22:45,1.1214779079,11214.73523,0.150984,0.008056
0.149775,C,1,2024-05-23 15:22:47,1.1214776476,11214.73263,0.150983,0.008053
0.149783,C,1,2024-05-23 15:22:49,1.1214772542,11214.72869,0.150982,0.008049
0.149794,C,1,2024-05-23 15:22:51,1.1214766724,11214.72287,0.150981,0.008045
0.149804,C,1,2024-05-23 15:22:53,1.1214761683,11214.71783,0.150980,0.008042
0.149821,C,1,2024-05-23 15:22:55,1.1214753164,11214.70931,0.150979,0.008038
0.149875,C,1,2024-05-23 15:22:57,1.1214726364,11214.68251,0.150978,0.008034
0.149995,C,1,2024-05-23 15:22:59,1.1214665840,11214.62199,0.150977,0.008030
0.150189,C,1,2024-05-23 15:23:01,1.1214569078,11214.52523,0.150976,0.008027
0.174355,C,1,2024-05-23 15:23:03,1.1202464814,11202.42101,0.150998,0.008055
0.176329,C,1,2024-05-23 15:23:05,1.1201476521,11201.43272,0.151022,0.008088
0.176354,C,1,2024-05-23 15:23:07,1.1201464360,11201.42056,0.151045,0.008121
0.176298,C,1,2024-05-23 15:23:09,1.1201492433,11201.44863,0.151069,0.008154
0.176664,C,1,2024-05-23 15:23:11,1.1201309156,11201.26536,0.151092,0.008187
0.177485,C,1,2024-05-23 15:23:13,1.1200898035,11200.85424,0.151117,0.008223
0.178503,C,1,2024-05-23 15:23:15,1.1200388761,11200.34497,0.151142,0.008261
0.179725,C,1,2024-05-23 15:23:17,1.1199777161,11199.73337,0.151169,0.008303
0.181001,C,1,2024-05-23 15:23:19,1.1199138775,11199.09499,0.151196,0.008349
0.182288,C,1,2024-05-23 15:23:21,1.1198494805,11198.45102,0.151225,0.008398
0.183613,C,1,2024-05-23 15:23:23,1.1197831577,11197.78779,0.151255,0.008452
0.240088,C,1,2024-05-23 15:23:25,1.1169616340,11169.57267,0.151337,0.008869
0.885089,C,1,2024-05-23 15:23:27,1.0853035568,10852.99313,0.152014,0.023984
1.282154,C,1,2024-05-23 15:23:29,1.0663226206,10663.18451,0.153056,0.041856
1.264533,C,1,2024-05-23 15:23:31,1.0671569164,10671.52744,0.154079,0.053738
1.425890,C,1,2024-05-23 15:23:33,1.0595448956,10595.40753,0.155249,0.066130
1.506253,C,1,2024-05-23 15:23:35,1.0557768297,10557.72702,0.156491,0.077761
1.524600,C,1,2024-05-23 15:23:37,1.0549187166,10549.14592,0.157747,0.088091
3.536390,C,1,2024-05-23 15:23:39,0.9654636492,9654.598742,0.160847,0.135002
3.660486,C,1,2024-05-23 15:23:41,0.9602349516,9602.311971,0.164055,0.171565
3.005261,C,1,2024-05-23 15:23:43,0.9882118119,9882.079480,0.166656,0.191834
2.845068,C,1,2024-05-23 15:23:45,0.9951922205,9951.883293,0.169107,0.208158
2.839811,C,1,2024-05-23 15:23:47,0.9954222271,9954.183349,0.171548,0.223182
3.043628,C,1,2024-05-23 15:23:49,0.9865482642,9865.444068,0.174171,0.239369
5.351347,C,1,2024-05-23 15:23:51,0.8921117238,8921.082356,0.178895,0.285834
4.160987,C,1,2024-05-23 15:23:53,0.9394714959,9394.678226,0.182525,0.309970
3.938506,C,1,2024-05-23 15:23:55,0.9486373767,9486.336675,0.185946,0.329912
3.871589,C,1,2024-05-23 15:23:57,0.9514141865,9514.104665,0.189299,0.347999
3.844041,C,1,2024-05-23 15:23:59,0.9525600049,9525.562804,0.192622,0.364878
3.838718,C,1,2024-05-23 15:24:01,0.9527816027,9527.778773,0.195933,0.380906
3.835069,C,1,2024-05-23 15:24:03,0.9529335230,9529.297970,0.199236,0.396201
3.833115,C,1,2024-05-23 15:24:05,0.9530149009,9530.111746,0.202530,0.410858
3.832069,C,1,2024-05-23 15:24:07,0.9530584629,9530.547365,0.205818,0.424952
3.831565,C,1,2024-05-23 15:24:09,0.9530794487,9530.757222,0.209099,0.438540
3.831705,C,1,2024-05-23 15:24:11,0.9530736002,9530.698737,0.212374,0.451673
3.915732,C,1,2024-05-23 15:24:13,0.9495814030,9495.776901,0.215720,0.464988
4.582299,C,1,2024-05-23 15:24:15,0.9223890208,9223.854143,0.219661,0.482935
4.773498,C,1,2024-05-23 15:24:17,0.9147536147,9147.500380,0.223767,0.501712
4.783024,C,1,2024-05-23 15:24:19,0.9143750705,9143.714953,0.227874,0.519822
4.888940,C,1,2024-05-23 15:24:21,0.9101783818,9101.748230,0.232070,0.538077
4.954171,C,1,2024-05-23 15:24:23,0.9076046673,9076.011186,0.236316,0.556164
4.974055,C,1,2024-05-23 15:24:25,0.9068217695,9068.182238,0.240573,0.573766
5.017710,C,1,2024-05-23 15:24:27,0.9051056844,9051.021454,0.244861,0.591099
5.029635,C,1,2024-05-23 15:24:29,0.9046375154,9046.339783,0.249153,0.607961
5.031776,C,1,2024-05-23 15:24:31,0.9045534983,9045.499614,0.253438,0.624325
5.032967,C,1,2024-05-23 15:24:33,0.9045067913,9045.032547,0.257717,0.640221
5.033586,C,1,2024-05-23 15:24:35,0.9044824874,9044.789509,0.261989,0.655681
5.033729,C,1,2024-05-23 15:24:37,0.9044768806,9044.733441,0.266253,0.670732
5.033476,C,1,2024-05-23 15:24:39,0.9044868217,9044.832851,0.270509,0.685398
5.032978,C,1,2024-05-23 15:24:41,0.9045063289,9045.027923,0.274758,0.699703
5.032329,C,1,2024-05-23 15:24:43,0.9045318025,9045.282658,0.278998,0.713667
5.031568,C,1,2024-05-23 15:24:45,0.9045616745,9045.581377,0.283230,0.727310
5.030696,C,1,2024-05-23 15:24:47,0.9045959050,9045.923680,0.287454,0.740649
5.029767,C,1,2024-05-23 15:24:49,0.9046323474,9046.288102,0.291669,0.753700
5.028815,C,1,2024-05-23 15:24:51,0.9046697166,9046.661794,0.295876,0.766478
5.027846,C,1,2024-05-23 15:24:53,0.9047077383,9047.042009,0.300075,0.778996
5.026885,C,1,2024-05-23 15:24:55,0.9047454731,9047.419355,0.304266,0.791267
5.025899,C,1,2024-05-23 15:24:57,0.9047841543,9047.806166,0.308448,0.803302
5.024921,C,1,2024-05-23 15:24:59,0.9048225572,9048.190194,0.312622,0.815113
5.023970,C,1,2024-05-23 15:25:01,0.9048598985,9048.563605,0.316787,0.826708
5.023073,C,1,2024-05-23 15:25:03,0.9048950844,9048.915463,0.320945,0.838098
5.022231,C,1,2024-05-23 15:25:05,0.9049281522,9049.246139,0.325094,0.849292
5.021427,C,1,2024-05-23 15:25:07,0.9049597021,9049.561637,0.329235,0.860296
5.020669,C,1,2024-05-23 15:25:09,0.9049894760,9049.859375,0.333369,0.871119
5.019959,C,1,2024-05-23 15:25:11,0.9050173519,9050.138133,0.337494,0.881767
5.019284,C,1,2024-05-23 15:25:13,0.9050438453,9050.403066,0.341612,0.892249
5.018649,C,1,2024-05-23 15:25:15,0.9050687949,9050.652561,0.345722,0.902568
5.018048,C,1,2024-05-23 15:25:17,0.9050924096,9050.888707,0.349824,0.912732
5.017480,C,1,2024-05-23 15:25:19,0.9051147023,9051.111633,0.353919,0.922746
5.016950,C,1,2024-05-23 15:25:21,0.9051355174,9051.319784,0.358005,0.932615
5.016458,C,1,2024-05-23 15:25:23,0.9051548170,9051.512779,0.362085,0.942343
5.016003,C,1,2024-05-23 15:25:25,0.9051726829,9051.691437,0.366156,0.951936
5.015579,C,1,2024-05-23 15:25:27,0.9051893708,9051.858315,0.370220,0.961398
5.014701,C,1,2024-05-23 15:25:29,0.9052238498,9052.203103,0.374277,0.970730
5.013687,C,1,2024-05-23 15:25:31,0.9052636784,9052.601388,0.378325,0.979937
5.012624,C,1,2024-05-23 15:25:33,0.9053054094,9053.018696,0.382365,0.989021
5.011564,C,1,2024-05-23 15:25:35,0.9053470538,9053.435139,0.386398,0.997986
5.010548,C,1,2024-05-23 15:25:37,0.9053869589,9053.834189,0.390422,1.006836
5.009599,C,1,2024-05-23 15:25:39,0.9054242434,9054.207032,0.394439,1.015574
5.008722,C,1,2024-05-23 15:25:41,0.9054587038,9054.551635,0.398448,1.024203
5.007926,C,1,2024-05-23 15:25:43,0.9054899684,9054.864279,0.402449,1.032726
5.007222,C,1,2024-05-23 15:25:45,0.9055176214,9055.140809,0.406443,1.041148
5.006612,C,1,2024-05-23 15:25:47,0.9055415702,9055.380296,0.410429,1.049469
5.006094,C,1,2024-05-23 15:25:49,0.9055619348,9055.583940,0.414408,1.057694
5.005641,C,1,2024-05-23 15:25:51,0.9055797452,9055.762044,0.418380,1.065825
5.005252,C,1,2024-05-23 15:25:53,0.9055950306,9055.914897,0.422344,1.073865
